country_code,year,spi
AFG,2020,42.2900009155273
AFG,2019,42.3400001525879
AFG,2018,40.6100006103516
AFG,2017,38.939998626709
AFG,2016,39.6500015258789
AFG,2015,38.6199989318848
AFG,2014,37.1300010681152
AFG,2013,36.2599983215332
AFG,2012,35.6199989318848
AFG,2011,35.3600006103516
ALB,2020,75.4100036621094
ALB,2019,75.6999969482422
ALB,2018,75.3199996948242
ALB,2017,75.379997253418
ALB,2016,74.6900024414063
ALB,2015,74.870002746582
ALB,2014,73.9899978637695
ALB,2013,73.1800003051758
ALB,2012,71.3199996948242
ALB,2011,70.8199996948242
DZA,2020,69.9199981689453
DZA,2019,69.6500015258789
DZA,2018,69.2099990844727
DZA,2017,68.9400024414063
DZA,2016,68.5400009155273
DZA,2015,68.1500015258789
DZA,2014,67.5800018310547
DZA,2013,67.4300003051758
DZA,2012,66.5500030517578
DZA,2011,66.25
AGO,2020,48.1599998474121
AGO,2019,47.6599998474121
AGO,2018,46.3400001525879
AGO,2017,46.060001373291
AGO,2016,45.1599998474121
AGO,2015,44.4500007629395
AGO,2014,43.2299995422363
AGO,2013,42.5800018310547
AGO,2012,41.2999992370605
AGO,2011,40.5999984741211
ARG,2020,80.6600036621094
ARG,2019,80.8300018310547
ARG,2018,79.5800018310547
ARG,2017,79.3399963378906
ARG,2016,78.8199996948242
ARG,2015,78.5599975585938
ARG,2014,78.0800018310547
ARG,2013,78.0899963378906
ARG,2012,77.2600021362305
ARG,2011,76.7399978637695
ARM,2020,76.4599990844727
ARM,2019,75.0199966430664
ARM,2018,73.4300003051758
ARM,2017,72.9199981689453
ARM,2016,72.6500015258789
ARM,2015,72.4800033569336
ARM,2014,71.9599990844727
ARM,2013,71.7300033569336
ARM,2012,70.25
ARM,2011,69
AUS,2020,91.2900009155274
AUS,2019,91.25
AUS,2018,91.2900009155274
AUS,2017,90.8600006103516
AUS,2016,90.7399978637695
AUS,2015,90.6500015258789
AUS,2014,90.370002746582
AUS,2013,90.6800003051758
AUS,2012,90.0899963378906
AUS,2011,89.9400024414063
AUT,2020,89.5
AUT,2019,89.379997253418
AUT,2018,88.9400024414062
AUT,2017,89.0899963378906
AUT,2016,89.0999984741211
AUT,2015,88.8499984741211
AUT,2014,87.9000015258789
AUT,2013,87.7600021362305
AUT,2012,87.0400009155273
AUT,2011,86.5699996948242
AZE,2020,64.1100006103516
AZE,2019,63.5099983215332
AZE,2018,63.5299987792969
AZE,2017,63.1599998474121
AZE,2016,63.3400001525879
AZE,2015,63.0200004577637
AZE,2014,61.6100006103516
AZE,2013,61.0999984741211
AZE,2012,59.7999992370606
AZE,2011,58.7799987792969
BHR,2020,66.5999984741211
BHR,2019,65.5500030517578
BHR,2018,65.5100021362305
BHR,2017,65.7399978637695
BHR,2016,65.4599990844727
BHR,2015,65.5599975585938
BHR,2014,65.4899978637695
BHR,2013,64.879997253418
BHR,2012,64.5100021362305
BHR,2011,66.5199966430664
BGD,2020,55.2299995422363
BGD,2019,55.2700004577637
BGD,2018,55.2799987792969
BGD,2017,55.8199996948242
BGD,2016,54.3600006103516
BGD,2015,53.6399993896484
BGD,2014,52.7599983215332
BGD,2013,52.1300010681152
BGD,2012,50.4199981689453
BGD,2011,49.7799987792969
BRB,2020,80.5
BRB,2019,80.5
BRB,2018,80.4499969482422
BRB,2017,79.9499969482422
BRB,2016,79.6999969482422
BRB,2015,79.3399963378906
BRB,2014,78.5
BRB,2013,78.25
BRB,2012,77.879997253418
BRB,2011,78.0699996948242
BLR,2020,77
BLR,2019,76.9700012207031
BLR,2018,76.9000015258789
BLR,2017,76.1699981689453
BLR,2016,74.9000015258789
BLR,2015,74.629997253418
BLR,2014,73.2300033569336
BLR,2013,72.5100021362305
BLR,2012,70.629997253418
BLR,2011,70.129997253418
BEL,2020,89.4599990844727
BEL,2019,89.3300018310547
BEL,2018,89.4700012207031
BEL,2017,89.370002746582
BEL,2016,88.9499969482422
BEL,2015,89.3899993896484
BEL,2014,88.9499969482422
BEL,2013,88.9300003051758
BEL,2012,87.620002746582
BEL,2011,87.2399978637695
BEN,2020,55.560001373291
BEN,2019,55.8400001525879
BEN,2018,55.0900001525879
BEN,2017,54.5200004577637
BEN,2016,53.2400016784668
BEN,2015,53.1800003051758
BEN,2014,52.3199996948242
BEN,2013,51.6399993896484
BEN,2012,50.8499984741211
BEN,2011,49.75
BTN,2020,68.3399963378906
BTN,2019,68.0800018310547
BTN,2018,67.3000030517578
BTN,2017,66.7099990844727
BTN,2016,65.3099975585937
BTN,2015,64.2399978637695
BTN,2014,63.6300010681152
BTN,2013,62.3300018310547
BTN,2012,60.6800003051758
BTN,2011,59.7200012207031
BOL,2020,69.2300033569336
BOL,2019,69.1999969482422
BOL,2018,68.7699966430664
BOL,2017,68.3000030517578
BOL,2016,67.9000015258789
BOL,2015,67.4599990844727
BOL,2014,66.1800003051758
BOL,2013,65.5
BOL,2012,63.9900016784668
BOL,2011,63.7099990844727
BIH,2020,72.7399978637695
BIH,2019,72.3899993896484
BIH,2018,72.4800033569336
BIH,2017,72.0400009155273
BIH,2016,71.9400024414063
BIH,2015,72.1100006103516
BIH,2014,70.9599990844727
BIH,2013,70.6100006103516
BIH,2012,69.7600021362305
BIH,2011,69.6100006103516
BWA,2020,69.3600006103516
BWA,2019,69.1900024414062
BWA,2018,68.0299987792969
BWA,2017,67.7600021362305
BWA,2016,67.4899978637695
BWA,2015,66.7900009155273
BWA,2014,65.9700012207031
BWA,2013,65.4100036621094
BWA,2012,64.3399963378906
BWA,2011,63.6300010681152
BRA,2020,73.9100036621094
BRA,2019,74.75
BRA,2018,75.0199966430664
BRA,2017,75.9800033569336
BRA,2016,76.3300018310547
BRA,2015,76.129997253418
BRA,2014,75.8399963378906
BRA,2013,75.4499969482422
BRA,2012,74.9499969482422
BRA,2011,74.120002746582
BGR,2020,79.8600006103516
BGR,2019,79.7300033569336
BGR,2018,79.6500015258789
BGR,2017,79.2699966430664
BGR,2016,78.8099975585938
BGR,2015,78.7099990844727
BGR,2014,77.4899978637695
BGR,2013,78.1999969482422
BGR,2012,77.4199981689453
BGR,2011,77.0699996948242
BFA,2020,49.8699989318848
BFA,2019,50.2700004577637
BFA,2018,50.1399993896484
BFA,2017,49.9199981689453
BFA,2016,48.5800018310547
BFA,2015,47.4099998474121
BFA,2014,46.5499992370606
BFA,2013,46.2400016784668
BFA,2012,45.4300003051758
BFA,2011,44.7200012207031
BDI,2020,41.2000007629395
BDI,2019,40.3300018310547
BDI,2018,40.3699989318848
BDI,2017,39.8699989318848
BDI,2016,39.1100006103516
BDI,2015,40.1500015258789
BDI,2014,39.7700004577637
BDI,2013,40.1100006103516
BDI,2012,39.5099983215332
BDI,2011,38.6199989318848
CPV,2020,72.0500030517578
CPV,2019,71.5699996948242
CPV,2018,70.8000030517578
CPV,2017,70.8899993896484
CPV,2016,70.75
CPV,2015,70.7200012207031
CPV,2014,69.1600036621094
CPV,2013,68.7399978637695
CPV,2012,68.629997253418
CPV,2011,68
KHM,2020,56.2700004577637
KHM,2019,55.7099990844727
KHM,2018,54.6300010681152
KHM,2017,54.1100006103516
KHM,2016,53.7900009155274
KHM,2015,53.1100006103516
KHM,2014,52.8499984741211
KHM,2013,52.2599983215332
KHM,2012,49.7599983215332
KHM,2011,49.0699996948242
CMR,2020,51.2900009155274
CMR,2019,50.9199981689453
CMR,2018,50.7299995422363
CMR,2017,50.2599983215332
CMR,2016,49.3199996948242
CMR,2015,48.8800010681152
CMR,2014,47.7700004577637
CMR,2013,46.7999992370605
CMR,2012,45.7299995422363
CMR,2011,44.7099990844727
CAN,2020,91.4000015258789
CAN,2019,91.2600021362305
CAN,2018,90.9499969482422
CAN,2017,90.0999984741211
CAN,2016,89.8899993896484
CAN,2015,89.6999969482422
CAN,2014,89.3499984741211
CAN,2013,89.3899993896484
CAN,2012,88.7600021362305
CAN,2011,88.4700012207031
CAF,2020,31.6200008392334
CAF,2019,31.1000003814697
CAF,2018,30.7399997711182
CAF,2017,31.1299991607666
CAF,2016,29.7700004577637
CAF,2015,28.8799991607666
CAF,2014,27.6000003814697
CAF,2013,29.6000003814697
CAF,2012,29.0499992370605
CAF,2011,28.2900009155273
COL,2020,74
COL,2019,74.4899978637695
COL,2018,75.4100036621094
COL,2017,74.9499969482422
COL,2016,74.7099990844727
COL,2015,73.7399978637695
COL,2014,73.3000030517578
COL,2013,72.6100006103516
COL,2012,72.4000015258789
COL,2011,70.9400024414063
COD,2020,42.25
COD,2019,40.9199981689453
COD,2018,40.4000015258789
COD,2017,40.5200004577637
COD,2016,40.1800003051758
COD,2015,39.8699989318848
COD,2014,38
COD,2013,37.3899993896484
COD,2012,36.8400001525879
COD,2011,36.5499992370605
COG,2020,48.4500007629395
COG,2019,48.310001373291
COG,2018,47.75
COG,2017,47.439998626709
COG,2016,46.7599983215332
COG,2015,46.2299995422363
COG,2014,45.4300003051758
COG,2013,45
COG,2012,43.7000007629395
COG,2011,42.2299995422363
CRI,2020,83.0100021362305
CRI,2019,82.5
CRI,2018,82.8399963378906
CRI,2017,82.5500030517578
CRI,2016,81.9599990844727
CRI,2015,81.7799987792969
CRI,2014,82.3000030517578
CRI,2013,81.6699981689453
CRI,2012,79.7300033569336
CRI,2011,78.6699981689453
CIV,2020,53.5900001525879
CIV,2019,53.9099998474121
CIV,2018,52.5200004577637
CIV,2017,51.8899993896484
CIV,2016,50.5800018310547
CIV,2015,49.4500007629395
CIV,2014,48.3499984741211
CIV,2013,46.5800018310547
CIV,2012,45.5
CIV,2011,45.75
HRV,2020,81.9199981689453
HRV,2019,81.7099990844727
HRV,2018,81.25
HRV,2017,81.2399978637695
HRV,2016,81.75
HRV,2015,81.9400024414063
HRV,2014,80.1999969482422
HRV,2013,80.120002746582
HRV,2012,79.4499969482422
HRV,2011,78.7399978637695
CUB,2020,71.5199966430664
CUB,2019,70.6900024414063
CUB,2018,69.6100006103516
CUB,2017,69.1100006103516
CUB,2016,68.6100006103516
CUB,2015,68.5299987792969
CUB,2014,68.4400024414063
CUB,2013,68.870002746582
CUB,2012,68.3099975585938
CUB,2011,67.9599990844727
CYP,2020,86.6399993896484
CYP,2019,86.4199981689453
CYP,2018,85.25
CYP,2017,84.9899978637695
CYP,2016,84
CYP,2015,83.4800033569336
CYP,2014,82.6699981689453
CYP,2013,82.7699966430664
CYP,2012,81.9499969482422
CYP,2011,81.4400024414062
CZE,2020,86.6900024414062
CZE,2019,86.6900024414062
CZE,2018,86.1999969482422
CZE,2017,86.6800003051758
CZE,2016,86.4000015258789
CZE,2015,86.2600021362305
CZE,2014,85.25
CZE,2013,85.3399963378906
CZE,2012,85.2099990844727
CZE,2011,84.8300018310547
DNK,2020,92.1100006103516
DNK,2019,92.0800018310547
DNK,2018,92.0100021362305
DNK,2017,92.2699966430664
DNK,2016,91.5699996948242
DNK,2015,91.7099990844727
DNK,2014,90.7300033569336
DNK,2013,90.5999984741211
DNK,2012,90.3300018310547
DNK,2011,90.120002746582
DJI,2020,48.5299987792969
DJI,2019,48.310001373291
DJI,2018,46.3899993896484
DJI,2017,46.0999984741211
DJI,2016,45.439998626709
DJI,2015,44.9700012207031
DJI,2014,44.7799987792969
DJI,2013,44.1100006103516
DJI,2012,43.2400016784668
DJI,2011,42.6800003051758
DOM,2020,71.0500030517578
DOM,2019,70.8199996948242
DOM,2018,69.5899963378906
DOM,2017,69.7300033569336
DOM,2016,68.7699966430664
DOM,2015,69.4000015258789
DOM,2014,68.7699966430664
DOM,2013,68.5299987792969
DOM,2012,68.5899963378906
DOM,2011,68.2900009155273
ECU,2020,75.4499969482422
ECU,2019,75.6100006103516
ECU,2018,74.4199981689453
ECU,2017,73.6399993896484
ECU,2016,73.1600036621094
ECU,2015,72.5
ECU,2014,71.7399978637695
ECU,2013,71.4800033569336
ECU,2012,70.629997253418
ECU,2011,69.8499984741211
EGY,2020,59.9799995422363
EGY,2019,59.6399993896484
EGY,2018,59.2599983215332
EGY,2017,58.3899993896484
EGY,2016,57.2099990844727
EGY,2015,57.6599998474121
EGY,2014,58.1300010681152
EGY,2013,59.2000007629395
EGY,2012,58.7200012207031
EGY,2011,57.5
SLV,2020,67.25
SLV,2019,66.5500030517578
SLV,2018,66.2699966430664
SLV,2017,65.7900009155273
SLV,2016,65.75
SLV,2015,65.8499984741211
SLV,2014,65.4899978637695
SLV,2013,65.7799987792969
SLV,2012,64.7399978637695
SLV,2011,64.7300033569336
GNQ,2020,50.0800018310547
GNQ,2019,49.2000007629395
GNQ,2018,48.3899993896484
GNQ,2017,48.25
GNQ,2016,47.8300018310547
GNQ,2015,47.5699996948242
GNQ,2014,46.9300003051758
GNQ,2013,46.4199981689453
GNQ,2012,45.439998626709
GNQ,2011,44.3899993896484
ERI,2020,35.2000007629395
ERI,2019,35.2000007629395
ERI,2018,35.2400016784668
ERI,2017,34.7799987792969
ERI,2016,34.3199996948242
ERI,2015,34.4000015258789
ERI,2014,33.75
ERI,2013,34.5099983215332
ERI,2012,34.189998626709
ERI,2011,33.8600006103516
EST,2020,87.2600021362305
EST,2019,87.2600021362305
EST,2018,86.8499984741211
EST,2017,86.5899963378906
EST,2016,86.1900024414063
EST,2015,86
EST,2014,85.7200012207031
EST,2013,85.4199981689453
EST,2012,85.0299987792969
EST,2011,84.6100006103516
SWZ,2020,52.9199981689453
SWZ,2019,52.9199981689453
SWZ,2018,51.8300018310547
SWZ,2017,50.5099983215332
SWZ,2016,49.5900001525879
SWZ,2015,48.6399993896484
SWZ,2014,47.4500007629395
SWZ,2013,45.9599990844727
SWZ,2012,44.4199981689453
SWZ,2011,43
ETH,2020,48.5900001525879
ETH,2019,47.3300018310547
ETH,2018,46.2799987792969
ETH,2017,45.0499992370605
ETH,2016,44.5900001525879
ETH,2015,44.2099990844727
ETH,2014,42.6300010681152
ETH,2013,41.7799987792969
ETH,2012,41.3199996948242
ETH,2011,40.4900016784668
FJI,2020,68.4199981689453
FJI,2019,67.6900024414063
FJI,2018,67.5299987792969
FJI,2017,67.0800018310547
FJI,2016,66.2900009155274
FJI,2015,65.3000030517578
FJI,2014,63.4700012207031
FJI,2013,62.2599983215332
FJI,2012,60.8699989318848
FJI,2011,60.310001373291
FIN,2020,91.8899993896484
FIN,2019,91.9400024414063
FIN,2018,91.8199996948242
FIN,2017,92.0199966430664
FIN,2016,91.7699966430664
FIN,2015,91.8399963378906
FIN,2014,91.2399978637695
FIN,2013,91.3300018310547
FIN,2012,91.1500015258789
FIN,2011,90.8399963378906
FRA,2020,88.7799987792969
FRA,2019,88.9499969482422
FRA,2018,89
FRA,2017,89.0500030517578
FRA,2016,88.9499969482422
FRA,2015,88.6999969482422
FRA,2014,88.7099990844727
FRA,2013,88.4000015258789
FRA,2012,87.3499984741211
FRA,2011,87.0999984741211
GAB,2020,63.9300003051758
GAB,2019,64.370002746582
GAB,2018,63.7200012207031
GAB,2017,63.6199989318848
GAB,2016,62.6800003051758
GAB,2015,62.1399993896484
GAB,2014,61.7400016784668
GAB,2013,59.9599990844727
GAB,2012,59.2900009155273
GAB,2011,58.189998626709
GMB,2020,55.0999984741211
GMB,2019,54.5
GMB,2018,52.6399993896484
GMB,2017,47.2999992370606
GMB,2016,46.4300003051758
GMB,2015,46
GMB,2014,45.3800010681152
GMB,2013,45.2099990844727
GMB,2012,44.310001373291
GMB,2011,43.5200004577637
GEO,2020,74.8499984741211
GEO,2019,74.7900009155273
GEO,2018,74.5599975585938
GEO,2017,74.120002746582
GEO,2016,72.7699966430664
GEO,2015,73.0400009155273
GEO,2014,72.1900024414063
GEO,2013,71.9599990844727
GEO,2012,70.4499969482422
GEO,2011,69.3600006103516
DEU,2020,90.5599975585938
DEU,2019,90.379997253418
DEU,2018,90.5599975585938
DEU,2017,90.6600036621094
DEU,2016,90.1100006103516
DEU,2015,89.8499984741211
DEU,2014,89.5400009155273
DEU,2013,89.5199966430664
DEU,2012,89.620002746582
DEU,2011,89.3899993896484
GHA,2020,64.8600006103516
GHA,2019,64.7699966430664
GHA,2018,64.1900024414062
GHA,2017,63.3699989318848
GHA,2016,62.5200004577637
GHA,2015,62.1300010681152
GHA,2014,61
GHA,2013,60.0299987792969
GHA,2012,58.5900001525879
GHA,2011,57.7000007629395
GRC,2020,85.7799987792969
GRC,2019,85.6100006103516
GRC,2018,85.629997253418
GRC,2017,85.2900009155274
GRC,2016,84.7200012207031
GRC,2015,84.4000015258789
GRC,2014,84.2799987792969
GRC,2013,84.8000030517578
GRC,2012,83.4499969482422
GRC,2011,83.3600006103516
GTM,2020,61.6699981689453
GTM,2019,61.5900001525879
GTM,2018,61.25
GTM,2017,61.0999984741211
GTM,2016,60.6399993896484
GTM,2015,59.6500015258789
GTM,2014,58.0299987792969
GTM,2013,57.7700004577637
GTM,2012,57.560001373291
GTM,2011,57.2700004577637
GIN,2020,43.4099998474121
GIN,2019,43.560001373291
GIN,2018,43.2599983215332
GIN,2017,43.3499984741211
GIN,2016,41.8499984741211
GIN,2015,41.189998626709
GIN,2014,40.0900001525879
GIN,2013,39.6699981689453
GIN,2012,38.8499984741211
GIN,2011,37.810001373291
GNB,2020,46.689998626709
GNB,2019,45.0499992370605
GNB,2018,44.2400016784668
GNB,2017,44.810001373291
GNB,2016,44.0999984741211
GNB,2015,43.5400009155273
GNB,2014,42.3499984741211
GNB,2013,41.0999984741211
GNB,2012,40.5200004577637
GNB,2011,39.810001373291
GUY,2020,66.9499969482422
GUY,2019,66.8899993896484
GUY,2018,66.0299987792969
GUY,2017,65.1800003051758
GUY,2016,64.2200012207031
GUY,2015,63.0900001525879
GUY,2014,62.9599990844727
GUY,2013,62.5999984741211
GUY,2012,61.6800003051758
GUY,2011,60.8800010681152
HTI,2020,48.7900009155274
HTI,2019,48.25
HTI,2018,48.6500015258789
HTI,2017,48.75
HTI,2016,47.439998626709
HTI,2015,47.1300010681152
HTI,2014,46.2799987792969
HTI,2013,45.1100006103516
HTI,2012,43.7099990844727
HTI,2011,44.0099983215332
HND,2020,62.4099998474121
HND,2019,62.8600006103516
HND,2018,62.3699989318848
HND,2017,62.2200012207031
HND,2016,61.0099983215332
HND,2015,60.7999992370606
HND,2014,60.0699996948242
HND,2013,59.8300018310547
HND,2012,58.939998626709
HND,2011,58.7400016784668
HUN,2020,81.0199966430664
HUN,2019,80.6900024414063
HUN,2018,81.5100021362305
HUN,2017,81.379997253418
HUN,2016,81.0500030517578
HUN,2015,81.4599990844727
HUN,2014,81.3499984741211
HUN,2013,81.2200012207031
HUN,2012,81.1699981689453
HUN,2011,81.1100006103516
TCD,2020,31.2900009155273
TCD,2019,31.6200008392334
TCD,2018,31.0300006866455
TCD,2017,31.75
TCD,2016,31.25
TCD,2015,31.2700004577637
TCD,2014,30.1900005340576
TCD,2013,29.2299995422363
TCD,2012,28.7199993133545
TCD,2011,27.9799995422363
CHL,2020,83.3399963378906
CHL,2019,83.7300033569336
CHL,2018,83.9300003051758
CHL,2017,83.6399993896484
CHL,2016,83.129997253418
CHL,2015,83.0699996948242
CHL,2014,82.8899993896484
CHL,2013,82.3099975585938
CHL,2012,81.0999984741211
CHL,2011,80.5999984741211
CHN,2020,66.120002746582
CHN,2019,65.8199996948242
CHN,2018,65.4000015258789
CHN,2017,64.7799987792969
CHN,2016,63.8600006103516
CHN,2015,63.3199996948242
CHN,2014,62.1300010681152
CHN,2013,61.689998626709
CHN,2012,59.8300018310547
CHN,2011,59.189998626709
ISL,2020,91.0899963378906
ISL,2019,92.0800018310547
ISL,2018,92.0699996948242
ISL,2017,91.1900024414063
ISL,2016,91.2600021362305
ISL,2015,91.1900024414063
ISL,2014,90.8600006103516
ISL,2013,90.75
ISL,2012,89.9700012207031
ISL,2011,89.6999969482422
IND,2020,56.7999992370605
IND,2019,57.75
IND,2018,56.810001373291
IND,2017,56.1300010681152
IND,2016,55.1300010681152
IND,2015,55.5299987792969
IND,2014,54.7000007629395
IND,2013,53.8300018310547
IND,2012,51.5299987792969
IND,2011,51.1800003051758
IDN,2020,69.4899978637695
IDN,2019,69.2099990844727
IDN,2018,68.6500015258789
IDN,2017,68.3000030517578
IDN,2016,67.0599975585938
IDN,2015,66.0100021362305
IDN,2014,65.2600021362305
IDN,2013,64.9400024414063
IDN,2012,63.9099998474121
IDN,2011,62.7799987792969
IRN,2020,67.4899978637695
IRN,2019,67.8000030517578
IRN,2018,66.8499984741211
IRN,2017,66.9899978637695
IRN,2016,65.75
IRN,2015,65.1600036621094
IRN,2014,64.4899978637695
IRN,2013,63.5
IRN,2012,63.3699989318848
IRN,2011,62.8400001525879
IRQ,2020,63.5200004577637
IRQ,2019,62.7400016784668
IRQ,2018,61.0299987792969
IRQ,2017,61.0200004577637
IRQ,2016,59.5
IRQ,2015,59.0800018310547
IRQ,2014,57.5800018310547
IRQ,2013,57.8499984741211
IRQ,2012,57.0400009155273
IRQ,2011,56.0900001525879
IRL,2020,90.3499984741211
IRL,2019,90.1600036621094
IRL,2018,90.7200012207031
IRL,2017,90.4000015258789
IRL,2016,89.5699996948242
IRL,2015,89.1500015258789
IRL,2014,88.7200012207031
IRL,2013,88.4300003051758
IRL,2012,86.8399963378906
IRL,2011,86.620002746582
ISR,2020,83.620002746582
ISR,2019,83.2300033569336
ISR,2018,83.2200012207031
ISR,2017,83.2699966430664
ISR,2016,83.120002746582
ISR,2015,83.0599975585938
ISR,2014,82.9499969482422
ISR,2013,82.9400024414062
ISR,2012,82.8399963378906
ISR,2011,82.4400024414063
ITA,2020,87.3600006103516
ITA,2019,86.8199996948242
ITA,2018,86.9700012207031
ITA,2017,86.629997253418
ITA,2016,86.0999984741211
ITA,2015,86.0199966430664
ITA,2014,85.7900009155273
ITA,2013,85.2799987792969
ITA,2012,83.5800018310547
ITA,2011,83.2099990844727
JAM,2020,74.75
JAM,2019,74.5199966430664
JAM,2018,73.7699966430664
JAM,2017,73.1699981689453
JAM,2016,73.0100021362305
JAM,2015,72.7799987792969
JAM,2014,72.3499984741211
JAM,2013,72.2900009155273
JAM,2012,71.5999984741211
JAM,2011,71.3600006103516
JPN,2020,90.1399993896484
JPN,2019,89.9199981689453
JPN,2018,89.879997253418
JPN,2017,89.1800003051758
JPN,2016,88.9899978637695
JPN,2015,88.9800033569336
JPN,2014,88.4899978637695
JPN,2013,88.7699966430664
JPN,2012,88.1500015258789
JPN,2011,87.7900009155274
JOR,2020,71.5
JOR,2019,71.5500030517578
JOR,2018,71.3600006103516
JOR,2017,70.5999984741211
JOR,2016,70.9599990844727
JOR,2015,70.5899963378906
JOR,2014,70.3300018310547
JOR,2013,69.7699966430664
JOR,2012,68.5699996948242
JOR,2011,68
KAZ,2020,72.6600036621094
KAZ,2019,71.5100021362305
KAZ,2018,71.7099990844727
KAZ,2017,71.4899978637695
KAZ,2016,70.2900009155273
KAZ,2015,69.870002746582
KAZ,2014,69.620002746582
KAZ,2013,69.0800018310547
KAZ,2012,68.5199966430664
KAZ,2011,68.0599975585938
KEN,2020,57.0999984741211
KEN,2019,55.9500007629395
KEN,2018,55.1599998474121
KEN,2017,54.4500007629395
KEN,2016,53.8400001525879
KEN,2015,53.5699996948242
KEN,2014,53.1399993896484
KEN,2013,53.0299987792969
KEN,2012,50.5999984741211
KEN,2011,49.8800010681152
PRK,2020,50.0099983215332
PRK,2019,49.4599990844727
PRK,2018,48.8400001525879
PRK,2017,48.560001373291
PRK,2016,47.9500007629395
PRK,2015,47.5900001525879
PRK,2014,46.8899993896484
PRK,2013,46.7400016784668
PRK,2012,46.0299987792969
PRK,2011,45.5900001525879
KOR,2020,89.0599975585937
KOR,2019,89.2300033569336
KOR,2018,89.0500030517578
KOR,2017,87.4300003051758
KOR,2016,87.0599975585938
KOR,2015,86.6399993896484
KOR,2014,86.4599990844727
KOR,2013,87.0299987792969
KOR,2012,86.6800003051758
KOR,2011,86.3099975585937
KWT,2020,77.4700012207031
KWT,2019,77.2900009155273
KWT,2018,76.1900024414063
KWT,2017,76
KWT,2016,75.9499969482422
KWT,2015,75.870002746582
KWT,2014,75.129997253418
KWT,2013,74.7799987792969
KWT,2012,73.7300033569336
KWT,2011,72.1900024414063
KGZ,2020,68.6500015258789
KGZ,2019,69.1800003051758
KGZ,2018,68.4599990844727
KGZ,2017,68.0100021362305
KGZ,2016,67.0599975585938
KGZ,2015,66.4800033569336
KGZ,2014,65.3899993896484
KGZ,2013,64.9300003051758
KGZ,2012,64.1800003051758
KGZ,2011,62.7000007629395
LAO,2020,51.7999992370605
LAO,2019,51.2999992370605
LAO,2018,50.4799995422363
LAO,2017,49.7900009155273
LAO,2016,49.5200004577637
LAO,2015,48.8699989318848
LAO,2014,47.9000015258789
LAO,2013,47.2099990844727
LAO,2012,45.5200004577637
LAO,2011,44.2599983215332
LVA,2020,83.1900024414063
LVA,2019,82.7699966430664
LVA,2018,83.120002746582
LVA,2017,82.7300033569336
LVA,2016,82.0899963378906
LVA,2015,82.0500030517578
LVA,2014,82.1900024414063
LVA,2013,81.9000015258789
LVA,2012,80.6500015258789
LVA,2011,80.0999984741211
LBN,2020,69.370002746582
LBN,2019,69.0599975585937
LBN,2018,69.120002746582
LBN,2017,69.1600036621094
LBN,2016,68.5699996948242
LBN,2015,68.5500030517578
LBN,2014,67.7600021362305
LBN,2013,67.4100036621094
LBN,2012,67.3399963378906
LBN,2011,66.6399993896484
LSO,2020,53.7999992370605
LSO,2019,53.0099983215332
LSO,2018,51.6500015258789
LSO,2017,50.810001373291
LSO,2016,50.9199981689453
LSO,2015,50.9300003051758
LSO,2014,50.1399993896484
LSO,2013,50.0200004577637
LSO,2012,48.5099983215332
LSO,2011,47.4199981689453
LBR,2020,51.3699989318848
